33.8;31.8
32.9;28.5
34.3;26
35.5;30.5
30;29.3
36.9;31.9
31.3;28.3
27.1;23.6
34.1;29.3
32.5;28.6
29.3;26.4
28.1;27
39.2;35.8
27;23.5
28.1;24.7
39.4;33.8
32.1;32.7
23.4;21.5
34.4;31.6
28.1;24.3
31.875;28.455
